id,listing_date,neighborhood,price,sqm,rooms,bedrooms,bathrooms,floor,elevator,furnishing,heating,energy_class,year_built,nearest_metro,condo_fees,deposit_months,contract_type,description
ML-2025-71376,2024-08-24,Zone Isola,€ 549,82,4,3,2,4th,True,unfurnished,autonomous,f,1902.0,M1,204.0,1,3+2,"Three-bedroom, in historic building, with elevator, near metro M1."
ML-2025-18560,2025-08-09,Centro Storico,3277,155,6,6,3,7,True,unfurnished,autonomous,,1945.0,M5,362.0,1,temporary,"Six-bedroom, with elevator, near metro M5."
ML-2025-12537,2025-08-27,Porta Garibaldi,1445,88,4,4,2,2th,False,unfurn.,central,,1924.0,M5,208.0,2,3+2,"Four-bedroom, in historic building, near metro M5."
ML-2025-03074,13/09/2025,Magenta,2406,117,5,5,2,3,False,furnished,autonomous,G,1951.0,M2,316.0,1,temporary,"Five-bedroom, near metro M2."
ML-2025-80707,20/09/2025,quadrilatero,€ 3718,75 sqm,3,2,1,0,True,furnished,autonomous,g,1906.0,M5,235.0,1,4+4,"Two-bedroom, in historic building, with elevator, near metro M5."
ML-2025-71473,2025-08-05,brera,1730,68,3,3,1,7,True,unfurnished,centr.,G,1919.0,M5,198.0,1,4+4,"Three-bedroom, in historic building, with elevator, near metro M5."
ML-2025-89640,27/04/2025,nolo,380,80,3,2,1,7,False,unfurnished,central,A3,1995.0,M1,186.0,2,4+4,"Two-bedroom, near metro M1."
ML-2025-54615,2025-09-21,quadrilatero,2609,53,2,2,2,4,True,partly furnished,autonomous,G,1929.0,M1,216.0,2,3+2,"Two-bedroom, in historic building, with elevator, near metro M1."
ML-2025-59586,2025-02-25,quarto oggiaro,380,50,2,2,1,4,True,furnished,central,D,1980.0,,,2,4+4,"Two-bedroom, with elevator."
ML-2025-03574,2025-11-22,nolo,484,109 sqm,5,4,2,6,False,partly furnished,autonomous,,2009.0,M3,240.0,1,student,"Four-bedroom, near metro M3."
ML-2025-02145,2025-10-12,Zone Magenta,2333,113,4,4,2,4,True,furnished,autonomous,B,1927.0,M1,282.0,2,3+2,"Four-bedroom, in historic building, with elevator, near metro M1."
ML-2025-61764,2025-04-07,nolo,€ 487,49,2,1,1,2,False,furnished,autonomous,B,1911.0,M2,141.0,3,4+4,"One-bedroom, in historic building, near metro M2."
ML-2025-51161,22/01/2025,Zone Centro Storico,2319,98,4,4,2,5,False,partly furn.,autonomous,C,1951.0,M2,268.0,1,4+4,"Four-bedroom, near metro M2."
ML-2025-81414,16/02/2025,corvetto,€ 380,68,3,2,1,6,True,partly furnished,autonomous,,,M2,221.0,3,temporary,"Two-bedroom, with elevator, near metro M2."
ML-2025-55128,07/09/2025,porta garibaldi,€1653,79,3,2,2,1,True,partly furnished,autonomous,F,1941.0,M1,286.0,2,temporary,"Two-bedroom, with elevator, near metro M1."
ML-2025-02854,2025-01-08,bicocca,380,82 sqm,4,4,1,5,True,furnished,autonomous,,1952.0,M1,191.0,1,3+2,"Four-bedroom, with elevator, near metro M1."
ML-2025-64505,06/02/2025,Brera,3526,99,4,4,1,1,False,furnished,autonomous,,1931.0,M3,284.0,1,4+4,"Four-bedroom, near metro M3."
ML-2025-12705,27/09/2025,Porta Garibaldi,1591,72,2,2,1,4,False,partly furnished,autonomous,,1966.0,M1,232.0,3,temporary,"Two-bedroom, near metro M1."
ML-2025-88643,2025-06-19,porta garibaldi,€ 2262,115,4,3,2,0,True,partly furnished,centr.,E,1908.0,M3,243.0,1,student,"Three-bedroom, in historic building, with elevator, near metro M3."
ML-2025-47120,09/05/2025,baggio,380,78,3,2,2,7,True,unfurnished,autonomous,C,1967.0,M3,157.0,1,temporary,"Two-bedroom, with elevator, near metro M3."
ML-2025-44243,06/04/2025,tortona,939,87,4,4,2,5th,True,furnished,autonomous,G,1957.0,M5,173.0,1,3+2,"Four-bedroom, with elevator, near metro M5."
ML-2025-04231,2025-07-24,Porta Garibaldi,1258,52,2,2,1,3,True,unfurnished,autonomous,,1976.0,M5,203.0,1,4+4,"Two-bedroom, with elevator, near metro M5."
ML-2025-30548,20/04/2025,porta romana,€ 1742,149,6,5,3,4th,True,furnished,autonomous,,2003.0,M5,384.0,1,student,"Five-bedroom, with elevator, near metro M5."
ML-2025-02128,2024-01-19,Zone Magenta,€1738,83,3,3,2,4,True,furnished,central,e,1986.0,M2,267.0,1,4+4,"Three-bedroom, with elevator, near metro M2."
ML-2025-10874,2025-06-02,porta garibaldi,€2080,90 sqm,4,3,1,0,True,unfurnished,central,F,1945.0,M1,250.0,2,4+4,"Three-bedroom, with elevator, near metro M1."
ML-2025-58241,27/12/2025,isola,€ 489,40,2,1,1,4,False,furnished,autonomous,A,1970.0,M1,163.0,1,3+2,"One-bedroom, near metro M1."
ML-2025-48528,2025-07-12,centro storico,1345,52,2,2,1,5,False,unfurnished,autonomous,E,1960.0,M2,197.0,2,4+4,"Two-bedroom, near metro M2."
ML-2025-56257,20/08/2025,lambrate,380,108,5,4,2,2,True,unfurnished,autonomous,E,1955.0,M1,275.0,3,temporary,"Four-bedroom, with elevator, near metro M1."
ML-2025-80691,05/04/2024,affori,€380,77 sqm,4,4,1,3,True,furnished,autonomous,F,1986.0,M1,,2,3+2,"Four-bedroom, with elevator, near metro M1."
ML-2025-80664,2024-02-17,quadrilatero,€ 1922,36 sqm,1,1,1,2,True,furnished,central,D,1916.0,M2,184.0,3,4+4,"One-bedroom, in historic building, with elevator, near metro M2."
ML-2025-88171,2025-09-03,tortona,1007,101 sqm,4,3,2,first,True,partly furnished,central,,1962.0,M2,224.0,2,3+2,"Three-bedroom, with elevator, near metro M2."
ML-2025-07790,13/05/2024,brera,1812,58 sqm,2,1,1,first,False,unfurnished,central,D,1966.0,M2,227.0,1,temporary,"One-bedroom, near metro M2."
ML-2025-07499,2024-01-07,bocconi,1756,115 sqm,5,4,1,4,True,partly furnished,central,E,1922.0,M5,278.0,1,temporary,"Four-bedroom, in historic building, with elevator, near metro M5."
ML-2025-89718,2025-04-13,Porta Romana,1109,68,3,2,1,3,True,furnished,central,D,1993.0,M2,224.0,2,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-87044,2024-01-24,Zone Bocconi,€ 1322,75 sqm,3,3,2,2th,True,unfurnished,autonomous,F,2019.0,M1,247.0,3,4+4,"Three-bedroom, with elevator, near metro M1."
ML-2025-01864,01/11/2025,Sempione,1277,106 sqm,4,3,2,1,False,partly furnished,central,,2018.0,M2,232.0,1,4+4,"Three-bedroom, near metro M2."
